# File:UrbanShare_SSP.csv
# Title: country level urban share from SSP database across SSPs
# Units:ppl, constant 2015 prices
# Source: SSP database
# Column types: cccccnnnnnnnnnn
# ----------
MODEL,SCENARIO,REGION,VARIABLE,UNIT,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
NCAR,SSP3_v9_130115,BEN,Population|Urban|Share,%,42.044,42.62832108,43.29151581,44.04465036,44.90032861,45.87284006,46.97827042,48.23453372,49.66126075,51.27944557
NCAR,SSP3_v9_130115,BFA,Population|Urban|Share,%,25.689,30.28309763,34.3435099,37.77017176,40.57231376,42.81744579,44.59346525,45.98749083,47.07659333,47.92513598
NCAR,SSP3_v9_130115,BGD,Population|Urban|Share,%,28.067,30.63532682,33.20303036,35.74378023,38.23447587,40.65585649,42.99273188,45.23389743,47.37181901,49.40217569
NCAR,SSP3_v9_130115,BGR,Population|Urban|Share,%,71.458,73.07594362,74.25436476,75.12640362,75.77985545,76.27434077,76.65141016,76.94066835,77.16360218,77.33604601
NCAR,SSP4_v9_130115,BIH,Population|Urban|Share,%,48.621,57.79245426,65.91211119,72.77505493,78.40241403,82.93125513,86.53648332,89.38919559,91.63945915,93.41199252
NCAR,SSP4_v9_130115,BLR,Population|Urban|Share,%,74.695,81.9586321,86.08791243,88.70066479,90.48717448,91.77989766,92.75601476,93.51778732,94.12807489,94.62752296
NCAR,SSP4_v9_130115,BOL,Population|Urban|Share,%,66.545,72.85457715,77.86022782,81.82594029,84.98268444,87.51416149,89.56099183,91.22944671,92.59980433,93.73305716
NCAR,SSP4_v9_130115,BRA,Population|Urban|Share,%,86.529,88.708723,90.21838642,91.32022058,92.15671402,92.81144396,93.33647753,93.76586118,94.12275846,94.4234579
NCAR,SSP4_v9_130115,BWA,Population|Urban|Share,%,61.134,68.75235148,75.38669386,80.93738158,85.43439195,88.98721728,91.74045593,93.84314852,95.4315492,96.62172674
NCAR,SSP4_v9_130115,CAF,Population|Urban|Share,%,38.943,47.77458124,56.18036869,63.74715187,70.28811047,75.78935924,80.33604509,84.05447053,87.07746667,89.52753842
NCAR,SSP4_v9_130115,CAN,Population|Urban|Share,%,80.582,83.85301438,86.58707817,88.86448186,90.75755457,92.32928718,93.63342628,94.71525834,95.61264924,96.35711432
NCAR,SSP4_v9_130115,CHE,Population|Urban|Share,%,73.623,77.42932769,80.68572215,83.46317964,85.82921022,87.84461292,89.56246123,91.0282477,92.28056149,93.35195372
NCAR,SSP4_v9_130115,CHL,Population|Urban|Share,%,89.004,91.349002,93.2319382,94.72869258,95.90896492,96.83380121,97.55489528,98.11495891,98.54864567,98.8836904
NCAR,SSP4_v9_130115,CHN,Population|Urban|Share,%,46.955,58.5923576,68.01438585,75.25825733,80.73282619,84.87180027,88.02565757,90.45363805,92.34226312,93.82537153
NCAR,SSP4_v9_130115,CIV,Population|Urban|Share,%,50.561,59.4098323,67.1869036,73.74140124,79.11593845,83.4486733,86.90668456,89.65103956,91.82253523,93.53830683
NCAR,SSP4_v9_130115,CMR,Population|Urban|Share,%,58.397,66.03393724,73.15154995,79.42431522,84.66418491,88.83602288,92.02566709,94.38657117,96.09117716,97.29947717
NCAR,SSP4_v9_130115,COD,Population|Urban|Share,%,35.218,45.30978073,54.94429131,63.47181483,70.64567524,76.50009537,81.20105165,84.94831227,87.92882048,90.30077554
NCAR,SSP4_v9_130115,COG,Population|Urban|Share,%,62.119,69.98448322,75.91601205,80.40147208,83.83826966,86.51493628,88.63398875,90.33719827,91.72483464,92.86891486
NCAR,SSP4_v9_130115,COL,Population|Urban|Share,%,75.071,82.33612868,86.46570133,89.0791252,90.86662711,92.16052453,93.13790982,93.90099549,94.51261449,95.01339808
NCAR,SSP4_v9_130115,CRI,Population|Urban|Share,%,64.417,72.75780204,78.53928492,82.64877826,85.66410576,87.94442632,89.71518622,91.12172237,92.26061839,93.1979829
NCAR,SSP4_v9_130115,CUB,Population|Urban|Share,%,75.225,82.52215085,86.5979749,89.15155766,90.88714458,92.1380996,93.08012619,93.81386737,94.40085213,94.88070462
NCAR,SSP4_v9_130115,CYP,Population|Urban|Share,%,70.32,74.17097489,77.33091538,79.94418119,82.12518805,83.96271446,85.52520211,86.86548271,88.0245599,89.03449856
NCAR,SSP4_v9_130115,CZE,Population|Urban|Share,%,73.541,77.3498118,80.60606749,83.38218657,85.74663325,87.76078696,89.4780312,90.94398585,92.19725128,93.27032089
NCAR,SSP4_v9_130115,DEU,Population|Urban|Share,%,73.849,77.64818993,80.90498024,83.68627435,86.05682937,88.07576802,89.79527132,91.26047115,92.50993469,93.57639145
NCAR,SSP4_v9_130115,DNK,Population|Urban|Share,%,86.866,88.90049694,90.23125381,91.15955709,91.83731158,92.34904719,92.74542654,93.05861926,93.31001723,93.51439172
NCAR,SSP4_v9_130115,DOM,Population|Urban|Share,%,69.181,75.45517191,80.12574508,83.65750322,86.37964705,88.51766408,90.22604914,91.61209036,92.75166499,93.69948682
NCAR,SSP4_v9_130115,DZA,Population|Urban|Share,%,66.497,73.3710911,78.47829944,82.32317623,85.27242412,87.57872612,89.41491882,90.90046197,92.11935212,93.1317947
NCAR,SSP4_v9_130115,ECU,Population|Urban|Share,%,66.947,73.93205812,79.03683529,82.83193186,85.71620581,87.95660448,89.7317473,91.16302633,92.33468205,93.30646854
NCAR,SSP4_v9_130115,EGY,Population|Urban|Share,%,43.402,52.90837456,61.36591376,68.51760526,74.39007327,79.14267408,82.96855121,86.04807424,88.53329486,90.54659814
NCAR,SSP4_v9_130115,ERI,Population|Urban|Share,%,21.577,30.4913765,40.22185981,49.76208556,58.3662245,65.7054259,71.76825662,76.70054018,80.69341867,83.92899608
NCAR,SSP4_v9_130115,ESP,Population|Urban|Share,%,77.396,80.67501035,83.57422665,86.10947975,88.30524754,90.19128162,91.79981298,93.16341576,94.3134994,95.27933968
NCAR,SSP4_v9_130115,EST,Population|Urban|Share,%,69.487,72.86790388,75.86894345,78.52538314,80.87349682,82.94822425,84.78192204,86.40382129,87.83991289,89.11307301
NCAR,SSP4_v9_130115,ETH,Population|Urban|Share,%,16.661,24.27345866,33.62699813,44.04514074,54.55429395,64.25226165,72.57879749,79.35251012,84.65659603,88.70252444
NCAR,SSP4_v9_130115,FIN,Population|Urban|Share,%,85.09,87.28193688,89.12655019,90.68355178,92.00184179,93.12136539,94.07477514,94.88883165,95.58554736,96.1831057
NCAR,SSP4_v9_130115,FRA,Population|Urban|Share,%,85.251,87.48313752,89.25855516,90.69540072,91.87595697,92.85876289,93.686335,94.39015573,94.99395525,95.51591315
NCAR,SSP4_v9_130115,GAB,Population|Urban|Share,%,86.028,88.75731801,90.04117856,90.74068928,91.15233935,91.40561013,91.56571653,91.66866635,91.73558985,91.77940289
NCAR,SSP4_v9_130115,GBR,Population|Urban|Share,%,79.638,83.40742928,86.07770599,88.05090268,89.56036706,90.74826973,91.70521673,92.49128015,93.14767431,93.70352408
NCAR,SSP4_v9_130115,GEO,Population|Urban|Share,%,52.747,60.76034271,68.08956148,74.50808256,79.93131316,84.38437527,87.96008483,90.78244971,92.98129573,94.67755209
NCAR,SSP4_v9_130115,GHA,Population|Urban|Share,%,51.471,60.48365561,68.21373628,74.59403147,79.74529178,83.85739082,87.12404491,89.71593481,91.77387885,93.41048045
NCAR,SSP4_v9_130115,GIN,Population|Urban|Share,%,35.361,44.86833304,54.04677186,62.31537581,69.40761882,75.30134687,80.10814869,83.98898267,87.10731393,89.60887786
NCAR,SSP4_v9_130115,GMB,Population|Urban|Share,%,58.149,65.60969104,72.75336964,79.18975166,84.64057445,88.99615836,92.30532906,94.71871511,96.42451249,97.60282553
NCAR,SSP4_v9_130115,GNB,Population|Urban|Share,%,30.003,39.51203282,49.32958512,58.65401066,66.9331367,73.92791926,79.63873525,84.19740627,87.78429034,90.58100422
NCAR,SSP4_v9_130115,GRC,Population|Urban|Share,%,61.414,66.81354236,71.19286287,74.75208099,77.66560014,80.07329456,82.08348964,83.77902631,85.22317273,86.46446855
NCAR,SSP4_v9_130115,GTM,Population|Urban|Share,%,49.458,57.94305068,65.7265773,72.54143175,78.29342515,83.01504111,86.81151862,89.81811733,92.17288635,94.00222822
NCAR,SSP4_v9_130115,HND,Population|Urban|Share,%,51.604,60.27037176,67.78212122,74.05640152,79.18048495,83.31298135,86.62487481,89.27231926,91.38763007,93.07883256
NCAR,SSP4_v9_130115,HRV,Population|Urban|Share,%,57.738,63.81552995,68.44483944,71.99670438,74.76074611,76.94650959,78.70237443,80.13352529,81.31533526,82.30261497
NCAR,SSP4_v9_130115,HTI,Population|Urban|Share,%,52.087,66.75828582,75.6282817,81.14313074,84.78826694,87.33795727,89.20603243,90.6265362,91.73954226,92.63318566
NCAR,SSP4_v9_130115,HUN,Population|Urban|Share,%,68.095,71.44774265,74.48374115,77.21917529,79.67457247,81.87254929,83.83623011,85.58820615,87.14989863,88.54120919
NCAR,SSP4_v9_130115,IDN,Population|Urban|Share,%,44.281,54.0112224,62.38698774,69.26818011,74.79883984,79.21464442,82.74655967,85.58818918,87.89184095,89.77432007
NCAR,SSP4_v9_130115,IND,Population|Urban|Share,%,30.01,39.51907114,49.33659353,58.66107504,66.94033741,73.93523383,79.64604098,84.20453235,87.7910693,90.58730308
NCAR,SSP4_v9_130115,IRL,Population|Urban|Share,%,61.941,67.34854151,71.73409382,75.29849862,78.21638596,80.62769944,82.6408001,84.33856687,85.78431398,87.02663253
NCAR,SSP4_v9_130115,IRN,Population|Urban|Share,%,70.753,79.28177697,84.21024893,87.33794323,89.47422741,91.01653489,92.17820468,93.08263018,93.80564918,94.39623966
NCAR,SSP4_v9_130115,IRQ,Population|Urban|Share,%,66.173,73.067918,78.2806973,82.25261214,85.32244566,87.73280045,89.65435762,91.20761418,92.47869176,93.53011857
NCAR,SSP4_v9_130115,ISR,Population|Urban|Share,%,91.853,92.18541941,92.50538193,92.81326512,93.10944242,93.39428249,93.66814864,93.93139837,94.18438289,94.4274468
NCAR,SSP4_v9_130115,ITA,Population|Urban|Share,%,68.36,71.62203834,74.63854765,77.40658991,79.9294257,82.21510566,84.27515909,86.12344606,87.77520158,89.24627343
NCAR,SSP4_v9_130115,JAM,Population|Urban|Share,%,52.006,60.61375423,68.08757401,74.34065529,79.4530422,83.57728271,86.88064741,89.51758216,91.61999879,93.29622459
NCAR,SSP4_v9_130115,JOR,Population|Urban|Share,%,78.527,85.45668995,89.92963201,92.90249058,94.93091963,96.34409801,97.34437141,98.06082819,98.57853848,98.95508419
NCAR,SSP4_v9_130115,JPN,Population|Urban|Share,%,66.833,70.68606665,74.1627396,77.27567698,80.0462525,82.50075142,84.66758212,86.57536502,88.25170927,89.72249427
NCAR,SSP4_v9_130115,KAZ,Population|Urban|Share,%,58.506,66.25578784,73.23873468,79.24315012,84.20045262,88.15682156,91.22934271,93.56506067,95.31191006,96.60242583
NCAR,SSP4_v9_130115,KEN,Population|Urban|Share,%,22.18,31.1705431,40.92137963,50.43832096,58.99851767,66.29036252,72.31005342,77.2049041,81.16512189,84.3714227
NCAR,SSP4_v9_130115,KGZ,Population|Urban|Share,%,34.549,44.24301876,53.46538004,61.63315295,68.5375978,74.22138184,78.84110416,82.5800963,85.60803035,88.06770223
NCAR,SSP4_v9_130115,KHM,Population|Urban|Share,%,20.108,27.68302161,36.57347463,46.20825779,55.84488708,64.79754259,72.60905408,79.09246553,84.2727493,88.29728886
NCAR,SSP4_v9_130115,KOR,Population|Urban|Share,%,82.958,85.6173729,88.01051349,90.11844874,91.93859021,93.48222418,94.7707787,95.8318194,96.69549312,97.39179944
NCAR,SSP4_v9_130115,LAO,Population|Urban|Share,%,33.184,47.57007392,60.29268867,70.2199098,77.56388286,82.9308314,86.87640246,89.8127798,92.0273883,93.71838304
NCAR,SSP4_v9_130115,LBN,Population|Urban|Share,%,87.244,89.09759518,90.3989511,91.35752301,92.08963222,92.66471781,93.12666462,93.50451244,93.81821772,94.08193464
NCAR,SSP4_v9_130115,LBR,Population|Urban|Share,%,47.815,57.31377489,65.65464866,72.63564548,78.30833678,82.84161954,86.43351487,89.26888502,91.50469128,93.26830243
NCAR,SSP4_v9_130115,LBY,Population|Urban|Share,%,77.888,84.78167,89.38527002,92.50829489,94.662821,96.17068933,97.23802391,98.00009573,98.54775373,98.94322651
NCAR,SSP4_v9_130115,LKA,Population|Urban|Share,%,14.312,20.51217351,28.40253011,37.7339682,47.89128576,58.03758273,67.38074995,75.39417791,81.88013604,86.89964998
NCAR,SSP4_v9_130115,LSO,Population|Urban|Share,%,26.884,39.11821536,51.6133933,62.73812848,71.78071223,78.76951324,84.0451638,87.99322393,90.94383311,93.15310083
NCAR,SSP4_v9_130115,LTU,Population|Urban|Share,%,66.984,73.39828279,78.30603074,82.09107528,85.04934556,87.39550528,89.28275465,90.82071762,92.08869362,93.14486729
NCAR,SSP4_v9_130115,LVA,Population|Urban|Share,%,67.72,73.99461056,78.87678399,82.68850881,85.69098424,88.08153845,90.00566039,91.57022687,92.8542221,93.91662865
NCAR,SSP4_v9_130115,MAR,Population|Urban|Share,%,58.239,65.69280488,72.83902772,79.28193502,84.73722987,89.09155407,92.39337603,94.79521587,96.48775691,97.65310123
NCAR,SSP4_v9_130115,MDA,Population|Urban|Share,%,46.95,57.31969477,66.21046256,73.44405496,79.16751587,83.64031064,87.12286118,89.83647092,91.95681034,93.61938067
NCAR,SSP4_v9_130115,MDG,Population|Urban|Share,%,30.189,39.64482686,49.4293176,58.75378009,67.0602848,74.09439937,79.84220773,84.42714151,88.02686701,90.82396154
NCAR,SSP4_v9_130115,MEX,Population|Urban|Share,%,77.828,84.72178369,89.32454681,92.44894083,94.60712081,96.12018565,97.19347854,97.96166544,98.5151892,98.91603785
NCAR,SSP4_v9_130115,MKD,Population|Urban|Share,%,59.313,66.78314306,73.62354055,79.58550316,84.55146867,88.52757187,91.60825176,93.93337044,95.65303199,96.90563955
NCAR,SSP4_v9_130115,MLI,Population|Urban|Share,%,35.857,48.18224885,59.39065789,68.64267421,75.88690565,81.42952133,85.64249853,88.84952719,91.30259079,93.1898752
NCAR,SSP4_v9_130115,MMR,Population|Urban|Share,%,33.647,43.75282137,53.34130888,61.7542306,68.78260119,74.50276736,79.10711969,82.80535045,85.78353042,88.19357674
NCAR,SSP4_v9_130115,MNG,Population|Urban|Share,%,62.026,69.89314395,75.82365194,80.30733911,83.74263988,86.41849426,88.5375114,90.24141647,91.63038248,92.77631855
NCAR,SSP4_v9_130115,MOZ,Population|Urban|Share,%,38.434,50.22992328,60.38076016,68.48287418,74.74983124,79.56811957,83.29580678,86.21227396,88.52291384,90.37615388
NCAR,SSP4_v9_130115,MRT,Population|Urban|Share,%,41.434,51.16681543,59.79901353,67.05192473,72.97104238,77.74237605,81.57928455,84.67388082,87.18357483,89.23218622
NCAR,SSP4_v9_130115,MUS,Population|Urban|Share,%,41.837,51.60838802,60.34870533,67.74427948,73.80520105,78.69570472,82.6203391,85.77050464,88.30686778,90.35796615
NCAR,SSP4_v9_130115,MWI,Population|Urban|Share,%,19.769,27.452872,36.48057961,46.23294982,55.92813647,64.87237418,72.62913127,79.04153105,84.15808308,88.13796041
NCAR,SSP4_v9_130115,MYS,Population|Urban|Share,%,72.171,79.62253266,84.06724337,86.95491116,88.9606356,90.42651167,91.5407627,92.41436312,93.1165562,93.69260648
NCAR,SSP4_v9_130115,NAM,Population|Urban|Share,%,37.977,47.69086997,56.73352032,64.62685703,71.23819136,76.64715519,81.02172308,84.54485623,87.38207468,89.67168184
NCAR,SSP4_v9_130115,NER,Population|Urban|Share,%,17.109,24.02240692,32.27272515,41.33566953,50.51476941,59.16878996,66.87222269,73.44357433,78.8849447,83.30178297
NCAR,SSP4_v9_130115,NGA,Population|Urban|Share,%,49.803,58.53278662,66.31301438,72.95351809,78.45451458,82.92268256,86.50658878,89.35875475,91.61767202,93.40152492
NCAR,SSP4_v9_130115,NIC,Population|Urban|Share,%,57.319,64.85240246,71.64444918,77.52581231,82.44846153,86.45598027,89.64719606,92.14484445,94.07377762,95.54840944
NCAR,SSP4_v9_130115,NLD,Population|Urban|Share,%,82.861,85.52079855,87.91267469,90.01952952,91.84000117,93.38594364,94.6788163,95.74586316,96.61673716,97.32091159
NCAR,SSP4_v9_130115,NOR,Population|Urban|Share,%,79.411,83.16517704,85.8453074,87.83691413,89.36680879,90.57460032,91.54996119,92.35270913,93.02408439,93.59334553
NCAR,SSP4_v9_130115,NPL,Population|Urban|Share,%,18.621,26.63326929,36.09982059,46.23409924,56.11996734,65.04121491,72.63140868,78.82814292,83.75043045,87.59194363
NCAR,SSP4_v9_130115,NZL,Population|Urban|Share,%,86.2,88.35564568,89.94791434,91.16749546,92.12915289,92.90557277,93.54480688,94.07978981,94.53379807,94.9237206
NCAR,SSP4_v9_130115,OMN,Population|Urban|Share,%,73.035,76.71650491,80.00043196,82.89877418,85.43374317,87.63394071,89.53124805,91.15847593,92.54770925,93.72922926
NCAR,SSP4_v9_130115,PAK,Population|Urban|Share,%,35.895,45.3904306,54.60013068,62.93887385,70.11739219,76.09002708,80.95341109,84.86283784,87.98256141,90.46249613
NCAR,SSP4_v9_130115,PAN,Population|Urban|Share,%,74.799,82.0630548,86.19236934,88.80529652,90.59210904,91.88521635,92.86176662,93.62400192,94.23477021,94.73471
NCAR,SSP4_v9_130115,PER,Population|Urban|Share,%,76.92,83.77923977,87.66215191,90.11883162,91.80036367,93.01868722,93.93979099,94.65946965,95.2366397,95.70942775
NCAR,SSP4_v9_130115,PHL,Population|Urban|Share,%,48.903,57.51302355,65.37444654,72.22516632,77.98669509,82.7074031,86.50350712,89.51571961,91.8834479,93.73211891
NCAR,SSP4_v9_130115,PNG,Population|Urban|Share,%,12.526,18.76302615,26.91180542,36.64155889,47.1656216,57.50118527,66.83140743,74.71004377,81.04344994,85.96154857
NCAR,SSP4_v9_130115,POL,Population|Urban|Share,%,60.958,66.35669866,70.73554795,74.2940717,77.20663166,79.61321793,81.62228301,83.31676497,84.75999522,86.0005495
NCAR,SSP4_v9_130115,PRK,Population|Urban|Share,%,60.215,66.96319536,73.41216957,79.26243527,84.29556619,88.41346873,91.63586524,94.06562315,95.84465969,97.11849764
NCAR,SSP4_v9_130115,PRT,Population|Urban|Share,%,60.703,66.15957617,70.5891161,74.19015101,77.13771506,79.57297108,81.60555228,83.31941799,84.77873028,86.03272249
NCAR,SSP4_v9_130115,PRY,Population|Urban|Share,%,61.495,68.97106177,75.42398254,80.80034098,85.15933306,88.62144715,91.32925285,93.42304944,95.02842944,96.25163752
NCAR,SSP4_v9_130115,PSE,Population|Urban|Share,%,74.144,81.37431456,85.55111572,88.21812762,90.05192475,91.38368782,92.39177776,93.17988065,93.81206228,94.32990842
NCAR,SSP4_v9_130115,QAT,Population|Urban|Share,%,95.831,96.54649883,97.14286226,97.63876208,98.05031838,98.39132359,98.67349285,98.90671827,99.09931248,99.25823345
NCAR,SSP4_v9_130115,ROU,Population|Urban|Share,%,57.467,64.92438445,71.72080824,77.65595578,82.64853382,86.71752004,89.94908135,92.4631947,94.38793022,95.84337604
NCAR,SSP4_v9_130115,RUS,Population|Urban|Share,%,73.167,80.32304486,84.6007417,87.38794526,89.32898074,90.75075549,91.83353154,92.68383024,93.36825538,93.93042731
NCAR,SSP4_v9_130115,RWA,Population|Urban|Share,%,18.854,26.75587429,36.14378189,46.3040219,56.34193917,65.49636157,73.32758286,79.71515403,84.75190256,88.63169377
NCAR,SSP4_v9_130115,SAU,Population|Urban|Share,%,82.074,84.85107363,87.26355463,89.33927354,91.11054953,92.61142579,93.87561694,94.93511272,95.81932828,96.55467519
NCAR,SSP4_v9_130115,SDN,Population|Urban|Share,%,40.104,50.47117969,59.78200787,67.62256614,73.98808375,79.06747562,83.09756167,86.2970111,88.84636506,90.8877486
NCAR,SSP4_v9_130115,SEN,Population|Urban|Share,%,42.379,51.95036328,60.63136346,68.08069785,74.25367144,79.26851521,83.30228769,86.53419685,89.12223156,91.19720397
NCAR,SSP4_v9_130115,SLE,Population|Urban|Share,%,38.395,47.4040256,55.95014021,63.60118726,70.17612042,75.6775393,80.20703744,83.90291432,86.90517275,89.33980352
NCAR,SSP4_v9_130115,SLV,Population|Urban|Share,%,64.305,72.43416835,78.18647197,82.33831566,85.41774806,87.76390201,89.59488958,91.05391107,92.2374707,93.21234871
NCAR,SSP4_v9_130115,SOM,Population|Urban|Share,%,37.448,46.28127956,54.73503921,62.37220299,68.99115249,74.57177203,79.19764749,82.99506927,86.09690288,88.62531003
NCAR,SSP4_v9_130115,SRB,Population|Urban|Share,%,56.061,63.65055683,70.49918774,76.44261796,81.43736532,85.52822446,88.81179365,91.40652766,93.43252963,95.00010109
NCAR,SSP4_v9_130115,SVK,Population|Urban|Share,%,54.967,60.93385806,65.42029327,68.81220383,71.41018534,73.43014874,75.02380697,76.29795971,77.32868262,78.17102291
NCAR,SSP4_v9_130115,SVN,Population|Urban|Share,%,49.505,55.74854241,60.93155315,65.18240214,68.66325748,71.5259478,73.89753225,75.87921816,77.54993833,78.97083816
NCAR,SSP4_v9_130115,SWE,Population|Urban|Share,%,84.682,87.04197404,88.95314659,90.51908681,91.81582146,92.89982003,93.81358561,94.58954487,95.25276502,95.82286826
NCAR,SSP4_v9_130115,SWZ,Population|Urban|Share,%,21.373,30.2763959,40.00959205,49.55702386,58.16569933,65.5050571,71.56527372,76.49438026,80.48509988,83.72033904
NCAR,SSP4_v9_130115,SYR,Population|Urban|Share,%,55.741,63.83669319,71.09039298,77.30898769,82.45219292,86.58726952,89.84005008,92.35672682,94.27976736,95.73558895
NCAR,SSP4_v9_130115,TCD,Population|Urban|Share,%,27.625,37.69912915,48.09717674,57.81635714,66.25623057,73.24108231,78.8613878,83.31751073,86.82723879,89.58585393
NCAR,SSP4_v9_130115,TGO,Population|Urban|Share,%,43.441,53.79342102,63.1550663,71.09257242,77.54306017,82.65115011,86.63638293,89.72036055,92.09689135,93.92462011
NCAR,SSP4_v9_130115,THA,Population|Urban|Share,%,33.963,43.62226565,52.91617456,61.22781417,68.30335021,74.15194253,78.91270426,82.76317716,85.87369737,88.39056782
NCAR,SSP4_v9_130115,TJK,Population|Urban|Share,%,26.319,35.39739276,45.1879412,54.86231232,63.72811311,71.38721808,77.72564817,82.81757066,86.82738599,89.94368921
NCAR,SSP4_v9_130115,TKM,Population|Urban|Share,%,49.502,57.98455319,65.7683499,72.58507739,78.33908872,83.06178755,86.85791958,89.8627367,92.21456431,94.04018773
NCAR,SSP4_v9_130115,TLS,Population|Urban|Share,%,28.122,38.20466974,48.5981565,58.31641199,66.76234668,73.7544053,79.37635171,83.82489495,87.31729844,90.05024584
NCAR,SSP4_v9_130115,TTO,Population|Urban|Share,%,13.877,17.92585181,22.59926864,27.75599831,33.19520057,38.69519469,44.0546716,49.12079524,53.79837068,58.04401527
NCAR,SSP4_v9_130115,TUN,Population|Urban|Share,%,67.284,73.40378015,78.27521942,82.14809707,85.24058791,87.72693881,89.74130882,91.38569728,92.73759438,93.85617906
NCAR,SSP4_v9_130115,TUR,Population|Urban|Share,%,69.649,75.49939321,80.07001606,83.65575964,86.49287311,88.76004295,90.58982052,92.08033601,93.30469261,94.31790113
NCAR,SSP4_v9_130115,TZA,Population|Urban|Share,%,26.383,35.65617289,45.44715328,54.8861298,63.35148853,70.56413054,76.50903397,81.31293268,85.15253914,88.20463729
NCAR,SSP4_v9_130115,UGA,Population|Urban|Share,%,13.295,19.40540431,27.29195956,36.70301023,46.98462994,57.25033518,66.68071159,74.75237174,81.28518762,86.35467782
NCAR,SSP4_v9_130115,UKR,Population|Urban|Share,%,68.787,74.6714553,79.30218477,82.95652856,85.8619626,88.19327664,90.08160194,91.62483036,92.89635028,93.95165844
NCAR,SSP4_v9_130115,URY,Population|Urban|Share,%,92.479,93.48185596,94.35914683,95.12451944,95.79067601,96.36928696,96.87096048,97.30525363,97.6807125,98.00493127
NCAR,SSP4_v9_130115,USA,Population|Urban|Share,%,82.286,85.06050235,87.4757245,89.55520151,91.32855776,92.82845588,94.08819086,95.13995758,96.01372528,96.7366061
NCAR,SSP4_v9_130115,UZB,Population|Urban|Share,%,36.247,45.6940035,54.89778303,63.27303003,70.51161265,76.54611662,81.45804809,85.39587218,88.52318213,90.99267375
NCAR,SSP4_v9_130115,VEN,Population|Urban|Share,%,93.353,95.53781205,97.02736244,98.02993027,98.69890087,99.14269773,99.43598328,99.62931015,99.75653301,99.84016231
NCAR,SSP4_v9_130115,VNM,Population|Urban|Share,%,30.379,40.22181417,50.33109848,59.84521993,68.19818748,75.17175639,80.79884088,85.24055548,88.69832215,91.36698851
NCAR,SSP4_v9_130115,YEM,Population|Urban|Share,%,31.803,42.27122968,52.60943857,61.93484556,69.82783089,76.24821004,81.35527318,85.37216739,88.51657054,90.97498278
NCAR,SSP4_v9_130115,ZAF,Population|Urban|Share,%,61.702,68.82858517,75.16239748,80.57215273,85.03795217,88.62202685,91.43394585,93.60105684,95.24837344,96.48750758
NCAR,SSP4_v9_130115,ZMB,Population|Urban|Share,%,35.702,45.73976696,55.33727676,63.85548997,71.03992569,76.9117715,81.62703094,85.38036244,88.35733143,90.71690849
NCAR,SSP4_v9_130115,ZWE,Population|Urban|Share,%,38.254,47.31440104,55.86675935,63.48411535,70.00255649,75.44198878,79.915935,83.5687938,86.54241008,88.96210158
NCAR,SSP4_v9_130115,AFG,Population|Urban|Share,%,22.6,31.32972276,40.67008991,49.71750774,57.84195429,64.78413946,70.55249513,75.28460769,79.15376797,82.32394343
NCAR,SSP4_v9_130115,AGO,Population|Urban|Share,%,58.504,66.39654728,73.66159426,79.97757506,85.18339418,89.27856447,92.37820314,94.65423339,96.28760485,97.4402292
NCAR,SSP4_v9_130115,ALB,Population|Urban|Share,%,51.911,61.340007,69.51660307,76.27766145,81.6949701,85.94990879,89.25101971,91.79300943,93.74157788,95.23114638
NCAR,SSP4_v9_130115,ARE,Population|Urban|Share,%,84.05,86.56141667,88.72009549,90.5622316,92.12474064,93.4433655,94.55147808,95.47941694,96.25421252,96.89957575
NCAR,SSP4_v9_130115,ARG,Population|Urban|Share,%,92.393,94.08397819,95.41770739,96.46206271,97.2751949,97.90550092,98.39241317,98.76755688,99.05599761,99.2774256
NCAR,SSP4_v9_130115,ARM,Population|Urban|Share,%,64.191,72.25137158,78.01124008,82.19832619,85.31916142,87.7045655,89.5699337,91.05798372,92.26556798,93.26007277
NCAR,SSP4_v9_130115,AUS,Population|Urban|Share,%,89.108,90.75257396,92.17065273,93.38711699,94.42600632,95.30988209,96.05944948,96.69337824,97.22826752,97.67870866
NCAR,SSP4_v9_130115,AUT,Population|Urban|Share,%,67.553,70.9216075,73.98632169,76.75911535,79.25698595,81.4997483,83.50840974,85.30403891,86.90702313,88.33661549
NCAR,SSP4_v9_130115,AZE,Population|Urban|Share,%,51.931,60.56040284,68.06888999,74.35962482,79.50569553,83.65626818,86.97781458,89.6254288,91.73229883,93.40817489
NCAR,SSP4_v9_130115,BDI,Population|Urban|Share,%,10.999,17.02659709,25.11686562,34.94101179,45.6314227,56.10712018,65.51057168,73.41645124,79.77159444,84.73397048
NCAR,SSP4_v9_130115,BEL,Population|Urban|Share,%,97.411,97.67717226,97.91656493,98.13175747,98.32510353,98.49874616,98.65463294,98.79453089,98.92004081,99.03261096
NCAR,SSP4_v9_130115,BEN,Population|Urban|Share,%,42.044,52.02718285,60.92280384,68.4093078,74.5084804,79.40062349,83.3037951,86.41897278,88.91312288,90.91878981
NCAR,SSP4_v9_130115,BFA,Population|Urban|Share,%,25.689,38.64434494,51.99764784,63.76546027,73.13734383,80.21325176,85.43336811,89.25609935,92.05504496,94.10984272
NCAR,SSP4_v9_130115,BGD,Population|Urban|Share,%,28.067,38.14881177,48.54277989,58.26105586,66.70624495,73.6974803,79.31928187,83.76875597,87.26320638,89.99914154
